Gridpoint,X_m,Y_m,Z_m,X_disp_mm,Y_disp_mm,Z_disp_mm,XY_disp_mm,XYZ_disp_mm
73042,569624.6528,5209656.133,409.35,12.4493909,-9.14101042,0.595462868,15.44491519,15.45638966
73054,569627.1563,5209659.56,409.61,12.51360972,-9.15736294,0.595857076,15.50637689,15.51782104
73066,569629.6597,5209662.986,409.79,12.56244122,-9.16063954,0.54875684,15.54774087,15.55742203
73078,569632.1638,5209666.443,409.62,12.60993668,-9.16753564,0.465344256,15.59019605,15.59713942
73090,569634.6672,5209669.87,409.84,12.63710198,-9.15340308,0.322929504,15.60388203,15.60722326
73102,569637.1707,5209673.297,410.33,12.65547888,-9.129141,0.12234098,15.60456219,15.60504176
73114,569639.6747,5209676.754,410.86,12.7015113,-9.12118826,-0.135145272,15.63727804,15.63786203
73126,569642.1782,5209680.181,411.38,12.81496802,-9.13760428,-0.453613774,15.73909836,15.74563377
73138,569644.6817,5209683.607,411.91,13.0123819,-9.18083508,-0.792119828,15.92513157,15.94481951
73150,569647.1857,5209687.064,412.43,13.2103495,-9.23852102,-1.060549822,16.1202855,16.15513449
73162,569649.6892,5209690.491,412.96,13.32008512,-9.27212522,-1.221653894,16.22950935,16.27542356
73174,569652.1926,5209693.918,413.35,13.33964312,-9.28262812,-1.286776446,16.25156188,16.30242488
73186,569654.6967,5209697.375,413.62,13.32159388,-9.28234364,-1.3074269,16.23658729,16.28914154
73198,569657.2001,5209700.801,413.91,13.28773314,-9.26690552,-1.321435508,16.19998117,16.25378669
73210,569659.7036,5209704.228,414.19,13.24552342,-9.24662108,-1.337471544,16.15375783,16.20903212
73222,569662.2076,5209707.685,414.47,13.1920869,-9.220835,-1.351901284,16.09518421,16.15186032
73234,569664.7111,5209711.112,414.75,13.13333416,-9.1934665,-1.354467446,16.03135342,16.08847024
73246,569667.2146,5209714.539,415.03,13.0731387,-9.15982928,-1.34671435,15.96275126,16.01945902
73258,569669.7186,5209717.996,415.07,13.01813246,-9.10826982,-1.332788292,15.88811983,15.94392287
73270,569672.2221,5209721.422,414.71,12.94406606,-9.04432786,-1.305773868,15.79077935,15.84467601
73282,569674.7255,5209724.849,414.35,12.85749778,-8.98459468,-1.274948174,15.68560457,15.73733407
73294,569677.2296,5209728.306,413.95,12.76623304,-8.92759962,-1.23436507,15.57814947,15.62697662
73306,569679.733,5209731.733,413.54,12.66133104,-8.8745949,-1.19690388,15.46181549,15.50807265
73318,569682.2365,5209735.159,413.13,12.55907318,-8.81893842,-1.16020596,15.34613938,15.38993411
73330,569684.7405,5209738.617,412.72,12.44855778,-8.76638074,-1.120041702,15.22550564,15.26664716
73342,569687.244,5209742.043,412.5,12.32393522,-8.72675674,-1.070831996,15.10084973,15.13876956
73354,569689.7474,5209745.47,412.97,12.2073924,-8.70321094,-1.018041906,14.99220831,15.02673348
73366,569692.2515,5209748.927,413.44,12.11175124,-8.67860342,-0.953934846,14.90008978,14.930595
73378,569694.7549,5209752.354,413.91,12.01481722,-8.65808022,-0.878716302,14.80939519,14.83544163
73390,569697.2584,5209755.78,414.38,11.91843438,-8.62999798,-0.796330132,14.71482053,14.7363525
73402,569699.7624,5209759.237,414.84,11.81930834,-8.58280224,-0.718644232,14.60686633,14.62453396
73414,569702.2659,5209762.664,414.96,11.72591762,-8.49944706,-0.62218443,14.48232524,14.49568411
73426,569704.7694,5209766.091,415.06,11.65429724,-8.36000106,-0.592679282,14.34267276,14.35491312
73438,569707.2734,5209769.548,414.92,11.62367246,-8.12730912,-0.587163672,14.18319128,14.19533995
73450,569709.7769,5209772.975,414.77,11.60568672,-7.92496764,-0.630342656,14.0533653,14.06749474
73462,569712.2803,5209776.401,414.63,11.5840383,-7.7037438,-0.714018384,13.91177961,13.93009096
73474,569714.7844,5209779.858,414.48,11.53588498,-7.47674146,-0.811622456,13.74693803,13.77087638
73486,569717.2878,5209783.285,414.31,11.44292606,-7.2689339,-0.901404598,13.55647288,13.58640818
73498,569719.7913,5209786.712,414.14,11.32014754,-7.0524116,-0.962071736,13.33725046,13.37190457
73510,569722.2953,5209790.169,413.96,11.18066598,-6.84660048,-1.018647696,13.11042447,13.14993814
73522,569724.7988,5209793.595,412.81,10.91458574,-6.59910288,-0.996125008,12.75446356,12.79330316
73534,569727.3022,5209797.022,411.65,10.51622738,-6.25437154,-0.847254338,12.2355303,12.26482946
73546,569729.8063,5209800.479,410.79,10.1003354,-5.89362804,-0.65471294,11.69408511,11.71239838
73558,569732.3097,5209803.906,409.92,9.67335124,-5.63444644,-0.442125608,11.19467333,11.20340064
73570,569734.8132,5209807.332,409.06,9.18996892,-5.4200552,-0.2642108,10.66923273,10.67250366
73582,569737.3172,5209810.79,408.2,8.7400257,-5.26169128,-0.081426533,10.2016393,10.20196425
73594,569739.8207,5209814.216,407.33,8.31518276,-5.18484866,0.048101758,9.79923058,9.799348638
73606,569742.3242,5209817.643,407.31,7.94761174,-5.10400554,0.102674217,9.445390671,9.445948704
73618,569744.8282,5209821.1,407.63,7.57819668,-5.00933974,0.118423157,9.084192289,9.084964149
73630,569747.3317,5209824.527,407.95,7.16715356,-4.83324916,0.107460339,8.644558265,8.645226158
73642,569749.8351,5209827.953,408.27,6.7460622,-4.56593448,0.173854135,8.145987533,8.147842545
73654,569752.3392,5209831.41,408.59,6.42704836,-4.31956464,0.23882698,7.743745173,7.747427162
73666,569754.8426,5209834.837,408.87,6.20548924,-4.09198572,0.258975352,7.433198762,7.437708792
73678,569757.3461,5209838.264,408.51,6.05313496,-3.98883886,0.28791281,7.249226048,7.254941218
73690,569759.8501,5209841.721,408.94,5.89842356,-3.93208764,0.24115329,7.088914847,7.093015481
73702,569762.3536,5209845.148,410.01,5.81599802,-3.88272528,0.181521252,6.992952779,6.995308323
73714,569764.857,5209848.574,410.75,5.75127628,-3.83278634,0.126103736,6.911398554,6.912548888
73726,569767.3611,5209852.031,411.35,5.67585352,-3.78287026,0.065943632,6.820954522,6.821273279
73738,569769.8645,5209855.458,411.95,5.59325272,-3.72155212,-0.006490373,6.718215996,6.718219131
73750,569772.368,5209858.885,412.55,5.49941496,-3.64745016,-0.091567762,6.599049748,6.59968501
73762,569774.872,5209862.342,413.15,5.40018478,-3.58730042,-0.180719806,6.483110362,6.485628698
73774,569777.3755,5209865.768,413.76,5.29675344,-3.5431476,-0.277499064,6.372557722,6.37859684
73786,569779.879,5209869.195,413.94,5.18882376,-3.50481392,-0.366790732,6.261598249,6.272331948
73798,569782.383,5209872.652,413.7,5.11048,-3.51292668,-0.404752048,6.201424005,6.214618565
73810,569784.8865,5209876.079,413.46,5.06284484,-3.54354892,-0.428287688,6.179735983,6.194559481
73822,569479.335,5209467.233,400.89,12.97759406,-9.0831797,0.268694408,15.84052086,15.84279955
73834,569481.8384,5209470.66,401.28,12.8933321,-9.25109656,0.244681781,15.8688626,15.87074886
73846,569484.3425,5209474.117,401.65,12.89094704,-9.27188392,0.227813057,15.87905372,15.88068783
73858,569486.8459,5209477.544,401.59,12.88555208,-9.28692834,0.222606641,15.88346594,15.88502578
73870,569489.3494,5209480.97,401.53,12.87904206,-9.30833292,0.208024146,15.89071383,15.89207539
73882,569491.8534,5209484.427,401.5,12.86098266,-9.33553886,0.170160569,15.89204709,15.89295804
73894,569494.3569,5209487.854,401.65,12.87585182,-9.3947996,0.100274958,15.93894035,15.93925578
73906,569496.8603,5209491.281,401.81,12.91569934,-9.4669356,-0.004378747,16.01368662,16.01368722
73918,569499.3644,5209494.738,401.97,12.933426,-9.55978276,-0.102271093,16.08300204,16.0833272
73930,569501.8678,5209498.165,402.12,12.90968462,-9.65867258,-0.179319276,16.12296229,16.12395945
73942,569504.3713,5209501.591,402.53,12.85648432,-9.7205927,-0.199671711,16.11766458,16.11890134
73954,569506.8754,5209505.048,402.96,12.77893304,-9.72276186,-0.151390883,16.05718617,16.05789983
73966,569509.3788,5209508.475,403.4,12.67978668,-9.70044796,-0.052040257,15.96482637,15.96491118
73978,569511.8823,5209511.902,403.78,12.55879124,-9.66380592,0.075007749,15.84652587,15.84670339
73990,569514.3863,5209515.359,403.97,12.43805488,-9.60511668,0.217551762,15.71507161,15.71657738
74002,569516.8898,5209518.785,404.16,12.32086182,-9.52951358,0.34919666,15.576112,15.58002578
74014,569519.3932,5209522.212,404.35,12.20855572,-9.44144416,0.460155544,15.43339563,15.440254
74026,569521.8973,5209525.669,404.55,12.10047872,-9.34812202,0.546433502,15.29081327,15.30057385
74038,569524.4007,5209529.096,404.84,11.99490362,-9.2583254,0.606112326,15.15236952,15.16448727
74050,569526.9042,5209532.523,405.14,11.88502068,-9.15849324,0.639627118,15.00438986,15.01801711
74062,569529.4082,5209535.98,405.43,11.77747962,-9.05480282,0.64327024,14.85592408,14.86984455
74074,569531.9117,5209539.406,405.71,11.67865838,-8.95292596,0.623878356,14.71550015,14.72871919
74086,569534.4152,5209542.833,405.92,11.5900835,-8.8629236,0.59242452,14.59045751,14.60247983
74098,569536.9192,5209546.29,406.13,11.51684514,-8.77339114,0.538248352,14.47791815,14.48791998
74110,569539.4227,5209549.717,406.34,11.46533394,-8.69297982,0.464278218,14.38825147,14.39574016
74122,569541.9261,5209553.143,406.55,11.43988822,-8.62463604,0.368959384,14.32673687,14.33148702
74134,569544.4302,5209556.6,406.76,11.4403632,-8.57642938,0.254296418,14.29814852,14.3004097
74146,569546.9336,5209560.027,407.05,11.45629916,-8.54291916,0.123317584,14.29084526,14.29137731
74158,569549.4371,5209563.454,407.38,11.48324602,-8.50792558,0.001509162,14.29159672,14.2915968
74170,569551.9411,5209566.911,407.66,11.52551924,-8.47352382,-0.09566308,14.30518087,14.30550073
74182,569554.4446,5209570.338,407.78,11.57291056,-8.44833718,-0.155576626,14.32852609,14.32937068
74194,569556.9481,5209573.764,407.89,11.60894808,-8.43675986,-0.203672821,14.35083943,14.35228466
74206,569559.4521,5209577.221,408.01,11.6440712,-8.43349088,-0.249874278,14.37734894,14.37952015
74218,569561.9556,5209580.648,408.12,11.67673814,-8.444103,-0.300712378,14.41003432,14.41317165
74230,569564.459,5209584.075,408.23,11.70944572,-8.47140292,-0.346699586,14.45253564,14.45669351
74242,569566.9631,5209587.532,408.35,11.73208474,-8.49537036,-0.39247445,14.48492768,14.49024382
74254,569569.4665,5209590.958,408.46,11.74880048,-8.51673938,-0.427152054,14.51100143,14.51728698
74266,569571.97,5209594.385,408.7,11.75722058,-8.51431368,-0.472078558,14.5163967,14.52407076
74278,569574.474,5209597.842,408.75,11.8062375,-8.49671148,-0.466915754,14.54583617,14.55332815
74290,569576.9775,5209601.269,408.77,11.8303294,-8.50073992,-0.469474296,14.56774769,14.5753106
74302,569579.481,5209604.696,408.79,11.85664634,-8.51934796,-0.48731678,14.59997781,14.60810836
74314,569581.985,5209608.153,408.83,11.8914672,-8.54311474,-0.514951472,14.64212422,14.65117663
74326,569584.4885,5209611.579,408.92,11.9236744,-8.56837504,-0.552808648,14.68301951,14.69342232
74338,569586.9919,5209615.006,409.01,11.94798982,-8.59204022,-0.587153004,14.71657623,14.72828451
74350,569589.496,5209618.463,409.12,11.96057298,-8.6096348,-0.610900988,14.73706611,14.74972262
74362,569591.9994,5209621.89,409.25,11.96368448,-8.620506,-0.600158312,14.74594419,14.75815232
74374,569594.5029,5209625.316,409.1,11.95924456,-8.6190963,-0.564806846,14.74151795,14.75233399
74386,569597.0069,5209628.774,408.95,11.94796696,-8.6134448,-0.49984533,14.72906466,14.73754359
74398,569599.5104,5209632.2,408.81,11.93436526,-8.63007164,-0.402533866,14.72777005,14.73326998
74410,569602.0138,5209635.627,408.68,11.9505857,-8.66697276,-0.274762976,14.76255111,14.76510786
74422,569604.5179,5209639.084,408.56,11.99352948,-8.7239983,-0.133395364,14.830809,14.8314089
74434,569607.0214,5209642.511,408.43,12.06079122,-8.7859743,-0.010980704,14.92166309,14.92166713
74446,569609.5248,5209645.937,408.57,12.11885308,-8.83007886,0.066987801,14.9945621,14.99471173
74458,569612.0289,5209649.394,408.82,12.15663558,-8.88639828,0.147728661,15.05828221,15.05900683
74470,569614.5323,5209652.821,409.08,12.18967844,-8.95184646,0.228677876,15.12361781,15.12534658
74482,569617.0358,5209656.248,409.34,12.23320134,-8.9977722,0.29902658,15.18588554,15.18882933
74494,569619.5398,5209659.705,409.61,12.30056976,-9.01294108,0.335838292,15.24916796,15.25286566
74506,569622.0433,5209663.132,409.87,12.38563436,-9.00131042,0.323182742,15.31102635,15.31443681
74518,569624.5467,5209666.558,410.13,12.4518293,-9.00240262,0.262178292,15.36526296,15.36749958
74530,569627.0508,5209670.015,410.4,12.50349544,-9.0170762,0.149525203,15.4157407,15.41646585
74542,569629.5542,5209673.442,410.73,12.572492,-9.04903194,-0.011215098,15.49040136,15.49040541
74554,569632.0577,5209676.869,411.26,12.67249688,-9.09439888,-0.24033038,15.5980854,15.59993676
74566,569634.5617,5209680.326,411.78,12.83999972,-9.16162506,-0.530566122,15.77342596,15.78234669
74578,569637.0652,5209683.752,412.31,13.0577082,-9.24655758,-0.834497188,16.00008033,16.02182749
74590,569639.5687,5209687.179,412.83,13.2569966,-9.32688762,-1.070383432,16.20921934,16.24452253
74602,569642.0727,5209690.636,413.36,13.36796412,-9.38361598,-1.193080164,16.33262727,16.37614588
74614,569644.5762,5209694.063,413.88,13.4049643,-9.41766214,-1.241264472,16.3824732,16.42942986
74626,569647.0796,5209697.489,414.27,13.40694296,-9.42468778,-1.250341162,16.38813166,16.43576017
74638,569649.5837,5209700.947,414.55,13.40277736,-9.4165928,-1.258830096,16.38006901,16.42836919
74650,569652.0871,5209704.373,414.83,13.38659502,-9.40475386,-1.272434082,16.36002205,16.40943052
74662,569654.5906,5209707.8,415.12,13.3583934,-9.38673002,-1.28278636,16.32658491,16.37690189
74674,569657.0946,5209711.257,415.4,13.32178692,-9.3665675,-1.290715986,16.28504202,16.33611157
74686,569659.5981,5209714.684,415.68,13.2817489,-9.34364654,-1.2859131,16.23910664,16.28994036
74698,569662.1015,5209718.11,415.96,13.23855874,-9.30335452,-1.28011174,16.18060082,16.2311592
74710,569664.6056,5209721.567,416,13.19336198,-9.25154868,-1.264207022,16.11384353,16.16335896
74722,569667.1091,5209724.994,415.64,13.12320464,-9.181084,-1.238379794,16.01595465,16.06376008
74734,569669.6125,5209728.421,415.24,13.03993328,-9.1205304,-1.213856856,15.91301149,15.95924131
74746,569672.1166,5209731.878,414.83,12.9495677,-9.0595577,-1.184287446,15.80401498,15.84832566
74758,569674.62,5209735.305,414.42,12.84755114,-9.00398758,-1.155178284,15.68857427,15.73104572
74770,569677.1235,5209738.731,414.01,12.74068318,-8.94996432,-1.124525564,15.57006324,15.61061904
74782,569679.6275,5209742.188,413.6,12.62362728,-8.90099566,-1.084662296,15.44615452,15.48419135
74794,569682.131,5209745.615,413.38,12.48621836,-8.86440442,-1.02964234,15.31284803,15.34742578
74806,569684.6344,5209749.042,413.85,12.3627134,-8.84296682,-0.966245464,15.19982713,15.23050804
74818,569687.1385,5209752.499,414.32,12.25924904,-8.8201119,-0.885545092,15.1024356,15.12837569
74830,569689.6419,5209755.925,414.79,12.15643746,-8.79103652,-0.796683192,15.00204302,15.02318205
74842,569692.1454,5209759.352,415.16,12.05106556,-8.75247678,-0.709126344,14.89409383,14.91096546
74854,569694.6494,5209762.809,415.28,11.9503444,-8.66999536,-0.620323372,14.76413055,14.77715642
74866,569697.1529,5209766.236,415.4,11.86727878,-8.56450662,-0.56631713,14.63499502,14.64594805
74878,569699.6564,5209769.663,415.51,11.82369238,-8.3753071,-0.567299094,14.48949518,14.5005965
74890,569702.1604,5209773.12,415.36,11.8078758,-8.14765198,-0.5969635,14.34608531,14.35850024
74902,569704.6639,5209776.546,415.22,11.78660584,-7.9387446,-0.661840688,14.21083189,14.22623549
74914,569707.1673,5209779.973,415.07,11.74040832,-7.7296899,-0.745681516,14.0565036,14.07626848
74926,569709.6714,5209783.43,414.93,11.64664168,-7.5322303,-0.819717944,13.8700669,13.89426836
74938,569712.1748,5209786.857,414.78,11.51220202,-7.36406706,-0.868445304,13.66602645,13.69359253
74950,569714.6783,5209790.283,414.64,11.34950232,-7.19072222,-0.89978357,13.43568714,13.46578254
74962,569717.1823,5209793.741,414.48,11.18339648,-7.00721484,-0.91586304,13.19732612,13.2290673
74974,569719.6858,5209797.167,413.6,10.93486764,-6.8246117,-0.924158172,12.88978879,12.92287598
74986,569722.1892,5209800.594,412.73,10.58759884,-6.54589242,-0.853204034,12.44772898,12.47693528
74998,569724.6933,5209804.051,411.87,10.23519162,-6.2418849,-0.733118676,11.98833911,12.01073427
75010,569727.1967,5209807.478,411.01,9.88835208,-5.99647518,-0.613545636,11.56448103,11.58074521
75022,569729.7002,5209810.904,410.14,9.45327548,-5.73070228,-0.428811182,11.05465359,11.06296728
75034,569732.2042,5209814.361,409.28,8.9746201,-5.52997624,-0.169081755,10.54155791,10.54291382
75046,569734.7077,5209817.788,408.41,8.51859104,-5.44439348,0.021957817,10.10978801,10.10981186
75058,569737.2112,5209821.215,408.4,8.1195164,-5.3913151,0.061751134,9.746426272,9.746621891
75070,569739.7152,5209824.672,408.71,7.71771634,-5.21526262,0.062319306,9.314618065,9.314826536
75082,569742.2187,5209828.099,409.03,7.3014078,-4.90387132,0.14773214,8.795368655,8.796609266
75094,569744.7221,5209831.525,409.35,6.82952914,-4.53806306,0.216023647,8.199785644,8.202630726
75106,569747.2262,5209834.982,409.1,6.51420592,-4.23553382,0.29399865,7.770111036,7.775671078
75118,569749.7296,5209838.409,408.73,6.32707904,-4.11903418,0.36073334,7.549726601,7.558339784
75130,569752.2331,5209841.836,408.37,6.1606049,-4.07106882,0.331759814,7.384216551,7.391665485
75142,569754.7371,5209845.293,408.8,6.01170248,-4.03484334,0.291955728,7.240202172,7.246086229
75154,569757.2406,5209848.719,409.87,5.89280254,-3.9969821,0.246986577,7.120462603,7.124744911
75166,569759.744,5209852.146,410.94,5.81819004,-3.94676122,0.196246725,7.030523414,7.03326185
75178,569762.2481,5209855.603,412.01,5.75636644,-3.88249668,0.136113825,6.943308654,6.944642686
75190,569764.7515,5209859.03,412.85,5.68161678,-3.81514858,0.063634569,6.843692565,6.843988404
75202,569767.255,5209862.457,413.45,5.58904902,-3.76098054,-0.017467453,6.736649284,6.736671929
75214,569769.759,5209865.914,414.05,5.48080438,-3.72767098,-0.098403385,6.62832917,6.629059572
75226,569772.2625,5209869.34,414.65,5.36355798,-3.68906806,-0.175712501,6.509760161,6.51213116
75238,569774.766,5209872.767,414.52,5.26878296,-3.66328452,-0.220393616,6.417143239,6.420926779
75250,569777.27,5209876.224,414.28,5.19543538,-3.63446314,-0.233998465,6.340494547,6.344810981
75262,569779.7735,5209879.651,414.04,5.17300718,-3.62065062,-0.219852011,6.314199411,6.318025728
75274,569474.5266,5209470.799,401.84,13.6038336,-9.52149226,-0.203443357,16.60491203,16.60615828
75286,569477.0307,5209474.256,402.23,13.56331552,-9.60790306,-0.226940288,16.62153209,16.62308127
75298,569479.5341,5209477.683,402.6,13.5487283,-9.6633284,-0.235765975,16.64175334,16.64342332
75310,569482.0376,5209481.11,402.54,13.53227164,-9.69898492,-0.225641103,16.64910461,16.65063357
75322,569484.5416,5209484.567,402.49,13.48840584,-9.73604352,-0.193434741,16.63513257,16.63625717
75334,569487.0451,5209487.993,402.43,13.4309612,-9.76972138,-0.142909138,16.60837664,16.60899147
75346,569489.5485,5209491.42,402.5,13.36188082,-9.80256612,-0.111826624,16.57196915,16.57234645
75358,569492.0526,5209494.877,402.66,13.29346084,-9.83270322,-0.07732047,16.53475593,16.53493672
75370,569494.556,5209498.304,402.82,13.20976784,-9.84506794,-0.017571496,16.47493032,16.47493969
75382,569497.0595,5209501.731,402.97,13.08785038,-9.83468442,0.064281253,16.37109786,16.37122406
75394,569499.5635,5209505.188,403.38,12.95305512,-9.8115374,0.17027017,16.24955086,16.25044292
75406,569502.067,5209508.614,403.81,12.81396218,-9.76133176,0.279392888,16.10842092,16.1108437
75418,569504.5705,5209512.041,404.25,12.67105162,-9.68849726,0.374502172,15.95062783,15.95502367
75430,569507.0745,5209515.498,404.69,12.53432596,-9.6007682,0.450207126,15.78873261,15.79515001
75442,569509.578,5209518.925,404.93,12.40525078,-9.50341508,0.506280166,15.62706451,15.6352635
75454,569512.0814,5209522.351,405.12,12.28272626,-9.40673252,0.542396426,15.47100453,15.48050952
75466,569514.5855,5209525.809,405.31,12.16286874,-9.31024046,0.559385216,15.31717838,15.32738938
75478,569517.0889,5209529.235,405.5,12.04912246,-9.21882586,0.559310286,15.17129204,15.18159841
75490,569519.5924,5209532.662,405.7,11.94368198,-9.13294084,0.542894774,15.03536324,15.04516143
75502,569522.0964,5209536.119,405.99,11.84067482,-9.05350996,0.503806968,14.90528842,14.91380046
75514,569524.5999,5209539.546,406.29,11.75683196,-8.9747344,0.440323478,14.79084025,14.79739302
75526,569527.1034,5209542.972,406.59,11.70000454,-8.89992378,0.362180886,14.7002976,14.70475857
75538,569529.6074,5209546.429,406.81,11.6727351,-8.83529348,0.27599513,14.63950667,14.64210808
75550,569532.1109,5209549.856,407.02,11.6745131,-8.78951252,0.171559957,14.61334275,14.61434977
75562,569534.6143,5209553.283,407.23,11.69884376,-8.75371122,0.051815492,14.61131087,14.61140275
75574,569537.1184,5209556.74,407.44,11.74435802,-8.73114078,-0.074950676,14.63430096,14.63449289
75586,569539.6218,5209560.167,407.65,11.80109146,-8.72127542,-0.203462534,14.67400438,14.67541487
75598,569542.1253,5209563.593,407.86,11.85358564,-8.71935518,-0.325327264,14.71511628,14.71871207
75610,569544.6293,5209567.05,408.16,11.89046136,-8.71725968,-0.425341288,14.74359819,14.7497323
75622,569547.1328,5209570.477,408.49,11.92283112,-8.7126064,-0.501059958,14.76697031,14.77546863
75634,569549.6363,5209573.904,408.64,11.98019956,-8.70746798,-0.54417468,14.81030655,14.82030048
75646,569552.1403,5209577.361,408.76,12.02586622,-8.70641896,-0.575199002,14.84665583,14.85779403
75658,569554.6438,5209580.787,408.87,12.05921642,-8.71463332,-0.603088964,14.87849235,14.89071022
75670,569557.1472,5209584.214,408.99,12.08501774,-8.72888018,-0.6302756,14.90774976,14.92106733
75682,569559.6513,5209587.671,409.1,12.10830192,-8.7440135,-0.659367998,14.93548618,14.9500339
75694,569562.1547,5209591.098,409.21,12.12841618,-8.76356134,-0.6838061,14.96323783,14.97885433
75706,569564.6582,5209594.524,409.33,12.1414286,-8.7796243,-0.704960744,14.98319363,14.9997687
75718,569567.1622,5209597.982,409.44,12.160504,-8.78223796,-0.720640164,15.00018537,15.01748592
75730,569569.6657,5209601.408,409.57,12.18969622,-8.77651788,-0.749624612,15.02051797,15.03921198
75742,569572.1692,5209604.835,409.59,12.24844134,-8.78548408,-0.767240782,15.073455,15.0929687
75754,569574.6732,5209608.292,409.68,12.29795356,-8.81163846,-0.817398924,15.12893367,15.15099915
75766,569577.1767,5209611.719,409.81,12.353417,-8.84482864,-0.874183418,15.19335069,15.21847896
75778,569579.6801,5209615.145,409.96,12.39702118,-8.87824488,-0.937400462,15.24825781,15.27704441
75790,569582.1842,5209618.602,410.11,12.43284788,-8.9126568,-0.991267766,15.29742324,15.3295065
75802,569584.6876,5209622.029,410.25,12.45699312,-8.93741164,-1.044092146,15.33147105,15.3669819
75814,569587.1911,5209625.456,410.38,12.4808234,-8.95760718,-1.072947054,15.36260652,15.40002904
75826,569589.6951,5209628.913,410.24,12.50585002,-8.9837006,-1.0812145,15.39815447,15.4360677
75838,569592.1986,5209632.34,410.09,12.52938566,-9.02467334,-1.05998391,15.44118629,15.47752564
75850,569594.702,5209635.766,409.94,12.5251337,-9.07521426,-0.997869734,15.46733617,15.49949135
75862,569597.2061,5209639.223,409.8,12.48621328,-9.09055332,-0.868927904,15.4448594,15.46928303
75874,569599.7095,5209642.65,409.7,12.43515674,-9.05967454,-0.667206692,15.38540951,15.39986983
75886,569602.213,5209646.077,409.63,12.37303342,-9.02064236,-0.449180966,15.31221554,15.31880244
75898,569604.717,5209649.534,409.56,12.3152027,-8.99051034,-0.243905202,15.24773733,15.24968798
75910,569607.2205,5209652.96,409.52,12.24707482,-8.9504774,-0.133849618,15.16910964,15.16970016
75922,569609.724,5209656.387,409.81,12.19005182,-8.8979121,-0.121565518,15.09205762,15.09254721
75934,569612.228,5209659.844,410.1,12.19171552,-8.88070106,-0.118496182,15.08326154,15.08372699
75946,569614.7315,5209663.271,410.39,12.2286395,-8.89885952,-0.131959579,15.12379995,15.12437563
75958,569617.2349,5209666.698,410.68,12.30259414,-8.9315798,-0.166844675,15.20285961,15.2037751
75970,569619.739,5209670.155,410.97,12.4024644,-8.97073136,-0.219817467,15.30670259,15.3082809
75982,569622.2424,5209673.581,411.26,12.51291884,-9.03214348,-0.318774572,15.4321986,15.43549063
75994,569624.7459,5209677.008,411.71,12.6615698,-9.12354538,-0.478064068,15.60623049,15.61355102
76006,569627.2499,5209680.465,412.23,12.8570101,-9.2355416,-0.690636414,15.83028545,15.84534367
76018,569629.7534,5209683.892,412.75,13.08814756,-9.34224446,-0.914618186,16.08033389,16.10632374
76030,569632.2569,5209687.318,413.27,13.27757314,-9.42815742,-1.087679562,16.28447423,16.32075818
76042,569634.7609,5209690.776,413.79,13.3887718,-9.49627514,-1.17094381,16.41458047,16.45629245
76054,569637.2644,5209694.202,414.31,13.43416414,-9.53596264,-1.18922927,16.47456675,16.51743369
76066,569639.7678,5209697.629,414.81,13.45586844,-9.55872104,-1.184674796,16.50543981,16.5479001
76078,569642.2719,5209701.086,415.13,13.47121258,-9.5627063,-1.174106872,16.52025787,16.56192764
76090,569644.7753,5209704.513,415.45,13.47776578,-9.56018662,-1.171853892,16.52414411,16.56564457
76102,569647.2788,5209707.939,415.76,13.47513942,-9.54837816,-1.1712829,16.51517205,16.5566546
76114,569649.7828,5209711.396,416.04,13.46712318,-9.53252856,-1.165116034,16.49946992,16.5405563
76126,569652.2863,5209714.823,416.32,13.45056492,-9.5105093,-1.161277078,16.47323538,16.51411664
76138,569654.7897,5209718.25,416.61,13.42741028,-9.47731404,-1.150368286,16.43517047,16.47538089
76150,569657.2938,5209721.707,416.89,13.39768212,-9.42768752,-1.146661918,16.38228245,16.42236316
76162,569659.7972,5209725.133,416.93,13.35828418,-9.37681132,-1.13092992,16.32079492,16.35993121
76174,569662.3007,5209728.56,416.53,13.29926982,-9.30608248,-1.103253064,16.23187447,16.26932439
76186,569664.8047,5209732.017,416.12,13.22518564,-9.24003486,-1.08302171,16.13331272,16.16962323
76198,569667.3082,5209735.444,415.71,13.13922442,-9.17560776,-1.065609756,16.02594759,16.06133619
76210,569669.8117,5209738.871,415.3,13.0437636,-9.11504908,-1.049323784,15.91301004,15.94756938
76222,569672.3157,5209742.328,414.89,12.9326767,-9.05667226,-1.03427149,15.78852238,15.82236255
76234,569674.8192,5209745.754,414.48,12.80458704,-9.01014962,-1.00027359,15.65695518,15.68887481
76246,569677.3226,5209749.181,414.26,12.6529719,-8.97354568,-0.943247542,15.51200245,15.54065429
76258,569679.8267,5209752.638,414.73,12.51567728,-8.94945632,-0.876742214,15.38619336,15.41115256
76270,569682.3301,5209756.065,415.19,12.396216,-8.91953766,-0.797460178,15.27168371,15.29249051
76282,569684.8336,5209759.491,415.49,12.28570822,-8.8867234,-0.702805554,15.16286514,15.17914408
76294,569687.3376,5209762.949,415.6,12.17856594,-8.81511826,-0.62202441,15.03408721,15.04694961
76306,569689.8411,5209766.375,415.72,12.08322958,-8.70843318,-0.56399938,14.89433602,14.90501059
76318,569692.3446,5209769.802,415.84,12.02448192,-8.56808548,-0.540293814,14.76483167,14.77471393
76330,569694.8486,5209773.259,415.95,11.99916574,-8.36917046,-0.575905376,14.62952469,14.64085584
